Dropdown Selection,ROM Hack Title,Created By,Exits,Difficulty,Type,Added Date,SMWC ID,SMWCentral Page URL,Direct Download URL
The Legend of Zelda - The Mini Quest,The Legend of Zelda - The Mini Quest,,14,Intermediate,Standard,,,,
The Legendary Bros.,The Legendary Bros.,,15,Casual,Standard,,,,
The Level,The Level,,2,Intermediate,Standard,,,,
The long way home,The long way home,,20,Advanced,Kaizo,,,,
The long way home 2,The long way home 2,,18,Advanced,Kaizo,,,,
The Lost Chapters - Chapter 1: Reminiscence,The Lost Chapters - Chapter 1: Reminiscence,,77,Intermediate,Standard,,,,
The Lost Land,The Lost Land,,2,Casual,Standard,,,,
The Lost Land 2: The 4 Switches,The Lost Land 2: The 4 Switches,,6,Casual,Standard,,,,
The Lost Land 3,The Lost Land 3,,15,Casual,Standard,,,,
The Lost Levels Enhanced,The Lost Levels Enhanced,,54,Intermediate,Standard,,,,
The Lost Woods,The Lost Woods,,6,Casual,Standard,,,,
The Lost World Journey,The Lost World Journey,,4,Casual,Standard,,,,
The Magic Cooking Pot,The Magic Cooking Pot,,32,Casual,Standard,,,,
The Mario World,The Mario World,,6,Newcomer,Standard,,,,
The Mario's Greatest Adventure,The Mario's Greatest Adventure,,25,Intermediate,Standard,,,,
The Mirror Border,The Mirror Border,,0,Casual,Standard,,,,
The Misfortunes of Little Denise,The Misfortunes of Little Denise,,44,Casual,Standard,,,,
The Missing Eggs,The Missing Eggs,,11,Casual,Standard,,,,
The Missing Plot,The Missing Plot,,13,Casual,Standard,,,,
The Most Pointless Hack Ever,The Most Pointless Hack Ever,,2,Newcomer,Standard,,,,
The Mountain Adventure,The Mountain Adventure,,5,Newcomer,Standard,,,,
The Muncher Run,The Muncher Run,,1,Casual,Standard,,,,
The Muncher Run 2,The Muncher Run 2,,4,Expert,Kaizo,,,,
The Mushroom Factor,The Mushroom Factor,,12,Casual,Standard,,,,
The Mushroom Manifold,The Mushroom Manifold,,11,Master,Kaizo,,,,
The New Comfort Zone,The New Comfort Zone,,19,Expert,Kaizo,,,,
The New Mario World,The New Mario World,,96,Master,Standard,,,,
The Ninji Saga,The Ninji Saga,,9,Intermediate,Standard,,,,
The Old Mansion,The Old Mansion,,1,Intermediate,Standard,,,,
The Path from Prisminia,The Path from Prisminia,,15,Intermediate,Standard,,,,
The Pit Level 2,The Pit Level 2,,1,Master,"Tool-Assisted, Pit",,,,
The Pit Level 2 REMASTERED,The Pit Level 2 REMASTERED,,1,Master,"Tool-Assisted, Pit",,,,
The Plumber Saga,The Plumber Saga,,17,Newcomer,Standard,,,,
The Possibility Of An Island,The Possibility Of An Island,,5,Grandmaster,Kaizo,,,,
The Power Beneath,The Power Beneath,,22,Expert,Kaizo,,,,
The Precise Is Right,The Precise Is Right,,8,Expert,Kaizo,,,,
The Princess Was Kidnapped Again DEMO,The Princess Was Kidnapped Again DEMO,,24,Casual,Standard,,,,
The Prodigy's Last Stand,The Prodigy's Last Stand,,7,Casual,Standard,,,,
The Quest for the Candies,The Quest for the Candies,,34,Intermediate,Standard,,,,
The Quiet Island Quest Starring Mario,The Quiet Island Quest Starring Mario,,62,Casual,Standard,,,,
The Reapers Shells,The Reapers Shells,,15,Master,Kaizo,,,,
The Reapers Shells 2,The Reapers Shells 2,,10,Master,Kaizo,,,,
The Rebuilding of the Star Palace,The Rebuilding of the Star Palace,,13,Casual,Standard,,,,
The Reconciliation of Ascension,The Reconciliation of Ascension,,22,Expert,Kaizo,,,,
The Repetitive Adventure of a Distended Plumber,The Repetitive Adventure of a Distended Plumber,,7,Newcomer,Standard,,,,
The Return to Super Mario World,The Return to Super Mario World,,96,Intermediate,Standard,,,,
The Rituals Of Resurrection,The Rituals Of Resurrection,,14,Casual,Standard,,,,
The Rock 'n' Roll Mario Show: Set 1,The Rock 'n' Roll Mario Show: Set 1,,15,Expert,Kaizo,,,,
The Rock 'n' Roll Mario Show: Set Two,The Rock 'n' Roll Mario Show: Set Two,,20,Master,Kaizo,,,,
The Ruin,The Ruin,,1,Casual,Standard,,,,
The Saga - Kame,The Saga - Kame,,7,Intermediate,Standard,,,,
The Sapphire,The Sapphire,,12,Expert,Kaizo,,,,
The Search for Salmon,The Search for Salmon,,11,Master,Kaizo,,,,
The Second Reality Project,The Second Reality Project,,96,Expert,Standard,,,,
The Second Reality Project 2 Reloaded: Zycloboo's Challenge,The Second Reality Project 2 Reloaded: Zycloboo's Challenge,,112,Advanced,Standard,,,,
The Second Reality Project 2: Zycloboo's Challenge,The Second Reality Project 2: Zycloboo's Challenge,,109,Advanced,Standard,,,,
The Second Reality Project Reloaded,The Second Reality Project Reloaded,,117,Advanced,Standard,,,,
The Secret Islands,The Secret Islands,,10,Casual,Standard,,,,
The Secret of the Switches,The Secret of the Switches,,11,Newcomer,Standard,,,,
The Senate,The Senate,,85,Intermediate,Standard,,,,
The Seven Hurdles,The Seven Hurdles,,7,Newcomer,Standard,,,,
The Seven Hurdles 2,The Seven Hurdles 2,,10,Casual,Standard,,,,
The Seven Star Pieces,The Seven Star Pieces,,10,Newcomer,Standard,,,,
The Sixty-four Trials,The Sixty-four Trials,,18,Newcomer,Standard,,,,
The Stinky Black Banana Peel,The Stinky Black Banana Peel,,8,Advanced,Kaizo,,,,
The Stolen Yoshi Coins,The Stolen Yoshi Coins,,4,Newcomer,Standard,,,,
The Sweet Sweet Love,The Sweet Sweet Love,,16,Intermediate,Kaizo,,,,
The Sweet Sweet Love Forever,The Sweet Sweet Love Forever,,12,Intermediate,Kaizo,,,,
The Sweet Sweet Love Returns,The Sweet Sweet Love Returns,,13,Advanced,Kaizo,,,,
The Swift Skooter Parallelogram,The Swift Skooter Parallelogram,,1,Expert,Kaizo,,,,
The Tale of Elementia,The Tale of Elementia,,38,Newcomer,Standard,,,,
The Team Shell Hack,The Team Shell Hack,,38,Master,Kaizo,,,,
The Temple of Dinosaurs,The Temple of Dinosaurs,,5,Casual,Standard,,,,
The Thousand Year Castle: A Sholmes Adventure,The Thousand Year Castle: A Sholmes Adventure,,12,Master,Kaizo,,,,
The Title is Irrelevant,The Title is Irrelevant,,47,Casual,Standard,,,,
The Tower Tyrant,The Tower Tyrant,,6,Casual,Standard,,,,
The Treasure Hunt,The Treasure Hunt,,39,Intermediate,Standard,,,,
The unbearable lightness of being,The unbearable lightness of being,,7,Expert,Kaizo,,,,
The Underground,The Underground,,11,Expert,Kaizo,,,,
The United States of Mario,The United States of Mario,,26,Expert,Kaizo,,,,
The Unknown,The Unknown,,42,Advanced,Kaizo,,,,
The Unworld,The Unworld,,92,Casual,Standard,,,,
The Unworld: Recharged,The Unworld: Recharged,,93,Casual,Standard,,,,
The Vanilla,The Vanilla,,8,Newcomer,Standard,,,,
The Wahn Stew Race,The Wahn Stew Race,,6,Advanced,Kaizo,,,,
The Way,The Way,,15,Expert,Kaizo,,,,
The Way of The M,The Way of The M,,80,Advanced,Standard,,,,
The Winter Island,The Winter Island,,3,Casual,Standard,,,,
The Worlds Longest Shelljump,The Worlds Longest Shelljump,,1,Grandmaster,"Tool-Assisted, Pit",,,,
The Yoshi Egg: A Mission in Miniature,The Yoshi Egg: A Mission in Miniature,,5,Newcomer,Standard,,,,
The Yoshi Trilogy: Part 1 - Dawn of the Darkness,The Yoshi Trilogy: Part 1 - Dawn of the Darkness,,43,Intermediate,Standard,,,,
TheIslands,TheIslands,,13,Expert,Kaizo,,,,
theplumber'sodyssey,theplumber'sodyssey,,13,Intermediate,Standard,,,,
therapy!,therapy!,,10,Master,Kaizo,,,,
Things.smc,Things.smc,,80,Expert,Kaizo,,,,
Think Fast,Think Fast,,14,Intermediate,Kaizo,,,,
Third Whistle,Third Whistle,,15,Advanced,Kaizo,,,,
This Hack Contains EVERY Switch Palace Switch,This Hack Contains EVERY Switch Palace Switch,,56,Newcomer,Standard,,,,
This Hack Needs a Name,This Hack Needs a Name,,118,Intermediate,Standard,,,,
This Hack Was Made in 2 Hours,This Hack Was Made in 2 Hours,,7,Intermediate,Standard,,,,
This is a Good Hack to Play if You Just Started Playing Kaizo... World,This is a Good Hack to Play if You Just Started Playing Kaizo... World,,26,Advanced,Kaizo,,,,
This Is Why We Kaizo,This Is Why We Kaizo,,9,Casual,Kaizo,,,,
Those Darn Plumbers,Those Darn Plumbers,,21,Newcomer,Standard,,,,
Thread the Needle,Thread the Needle,,1,Master,Kaizo,,,,
THROWING HANDS,THROWING HANDS,,12,Intermediate,Standard,,,,
Thunderstruck Mario,Thunderstruck Mario,,22,Casual,Standard,,,,
TILIA,TILIA,,17,Advanced,Kaizo,,,,
Time Out!,Time Out!,,11,Casual,Standard,,,,
TIME UP!,TIME UP!,,12,Advanced,Standard,,,,
Timeline Death Challenge,Timeline Death Challenge,,4,Advanced,Kaizo,,,,
Timeline World,Timeline World,,9,Master,Kaizo,,,,
Tiny Variety World,Tiny Variety World,,4,Intermediate,Standard,,,,
Tired Mario World,Tired Mario World,,10,Master,Kaizo,,,,
Titan Mario,Titan Mario,,11,Master,Kaizo,,,,
Titan Mario 2,Titan Mario 2,,14,Master,Kaizo,,,,
Tithered Mario,Tithered Mario,,13,Master,"Standard, Kaizo",,,,
Title,Title,,12,Casual,Standard,,,,
TmD,TmD,,6,Intermediate,Kaizo,,,,
TMFC3EYHEP&K - Q2BDB,TMFC3EYHEP&K - Q2BDB,,5,Newcomer,Standard,,,,
To Shell And Back!,To Shell And Back!,,11,Master,Kaizo,,,,
Toad Kaizo World,Toad Kaizo World,,22,Advanced,Kaizo,,,,
Toad Kaizo World 2,Toad Kaizo World 2,,17,Advanced,Kaizo,,,,
Toadette's Adventure,Toadette's Adventure,,9,Newcomer,Standard,,,,
Toadette's Kaizo Tuesday,Toadette's Kaizo Tuesday,,27,Master,Kaizo,,,,
Toad's cherry tracker,Toad's cherry tracker,,18,Intermediate,Standard,,,,
Toad's World,Toad's World,,56,Advanced,Standard,,,,
Toad's World 2,Toad's World 2,,65,Intermediate,Standard,,,,
Toadventure,Toadventure,,10,Advanced,Kaizo,,,,
"Tomorrow, Together","Tomorrow, Together",,9,Master,Kaizo,,,,
Toothpaste World,Toothpaste World,,20,Advanced,Standard,,,,
Torkiyello,Torkiyello,,8,Expert,Kaizo,,,,
torkiyello extra pack,torkiyello extra pack,,5,Expert,Kaizo,,,,
torkiyello iki,torkiyello iki,,7,Expert,Kaizo,,,,
Tortured Souls,Tortured Souls,,33,Expert,Kaizo,,,,
Tortured Souls 3 DEMO,Tortured Souls 3 DEMO,,23,Master,Kaizo,,,,
Tortured Souls II: Rapture,Tortured Souls II: Rapture,,44,Expert,Kaizo,,,,
Total Jotary World,Total Jotary World,,26,Intermediate,Standard,,,,
Total Mario World,Total Mario World,,23,Casual,Standard,,,,
Totally Vanilla,Totally Vanilla,,9,Intermediate,Standard,,,,
Totemo Tanoshii World,Totemo Tanoshii World,,19,Master,Kaizo,,,,
Touhou Mario: Imperishable Night,Touhou Mario: Imperishable Night,,18,Intermediate,Standard,,,,
Tower of Facades,Tower of Facades,,1,Expert,Puzzle,,,,
Tower Of Glory,Tower Of Glory,,1,Advanced,Kaizo,,,,
Tower Of Glory 2,Tower Of Glory 2,,0,Advanced,Kaizo,,,,
Tower Of Keys,Tower Of Keys,,1,Expert,Kaizo,,,,
Tower Of Nopecr,Tower Of Nopecr,,1,Expert,Kaizo,,,,
Tower of Shells 2: True Insanity,Tower of Shells 2: True Insanity,,2,Master,Kaizo,,,,
Tower of Shells DELUXE,Tower of Shells DELUXE,,1,Expert,Kaizo,,,,
Trans Liberation Forever,Trans Liberation Forever,,5,Grandmaster,Kaizo,,,,
Transatlantic Flights,Transatlantic Flights,,9,Master,Kaizo,,,,
Transmission Chain Experiment,Transmission Chain Experiment,,6,Expert,"Standard, Kaizo",,,,
Transylvania Fable- Legacy of Archaic Arcanum,Transylvania Fable- Legacy of Archaic Arcanum,,20,Intermediate,Standard,,,,
trashdumb,trashdumb,,29,Advanced,Standard,,,,
TRAWASBNONASYACTNISGAS,TRAWASBNONASYACTNISGAS,,5,Casual,Standard,,,,
Tribute,Tribute,,16,Intermediate,Kaizo,,,,
Tricky Mario,Tricky Mario,,8,Expert,Kaizo,,,,
Tricky Mario 2,Tricky Mario 2,,7,Master,Kaizo,,,,
Trinity Shells,Trinity Shells,,14,Expert,Kaizo,,,,
Trouble at Snow Land,Trouble at Snow Land,,10,Intermediate,Standard,,,,
Trouble in Truffle Islands,Trouble in Truffle Islands,,17,Casual,Standard,,,,
Truc Bidule,Truc Bidule,,43,Advanced,Standard,,,,
TSG's Obligatory Ice Level,TSG's Obligatory Ice Level,,1,Casual,Standard,,,,
Tsunami Island,Tsunami Island,,9,Casual,Standard,,,,
Twisted Plains,Twisted Plains,,1,Master,Kaizo,,,,
U N O R I G I N A L (C3 2020 Demo),U N O R I G I N A L (C3 2020 Demo),,4,Casual,Standard,,,,
"Ukraine, Detroit","Ukraine, Detroit",,11,Advanced,Kaizo,,,,
Ultima Kiwi Winter Demo,Ultima Kiwi Winter Demo,,31,Casual,Standard,,,,
Ultimate Carl Heaven,Ultimate Carl Heaven,,12,Advanced,Kaizo,,,,
Ultimate Kaizo Tutorial Hack,Ultimate Kaizo Tutorial Hack,,34,Master,Kaizo,,,,
Ultimate Mario World,Ultimate Mario World,,4,Casual,Standard,,,,
Ultra Kaizo World,Ultra Kaizo World,,25,Master,Kaizo,,,,
Ultra Kaizo World 2,Ultra Kaizo World 2,,20,Master,Kaizo,,,,
Ultra Luigi World: Luigi in... Destiny,Ultra Luigi World: Luigi in... Destiny,,2,Casual,Standard,,,,
Ultraviolet,Ultraviolet,,11,Master,Kaizo,,,,
Uma Aventura Xalabaias,Uma Aventura Xalabaias,,38,Intermediate,Standard,,,,
Uncharted World,Uncharted World,,63,Advanced,"Standard, Kaizo",,,,
Under Control,Under Control,,11,Grandmaster,Kaizo,,,,
Under the Rose,Under the Rose,,8,Newcomer,Standard,,,,
Underworld,Underworld,,2,Casual,Standard,,,,
Unforgiving Tower,Unforgiving Tower,,39,Master,"Standard, Kaizo",,,,
Unforgiving Tower 2,Unforgiving Tower 2,,27,Intermediate,Standard,,,,
Unforgiving Tower 3,Unforgiving Tower 3,,25,Intermediate,Standard,,,,
Unforgiving Tower 4,Unforgiving Tower 4,,37,Advanced,Standard,,,,
Unfriendly Afterlives Demo,Unfriendly Afterlives Demo,,1,Expert,Kaizo,,,,
Unintended Behavior,Unintended Behavior,,11,Expert,Kaizo,,,,
Unintended Behavior 2,Unintended Behavior 2,,10,Expert,Kaizo,,,,
Unintended Behavior 3,Unintended Behavior 3,,9,Expert,Kaizo,,,,
Unknown Islandz,Unknown Islandz,,31,Expert,Standard,,,,
Unlit Candles,Unlit Candles,,6,Master,Kaizo,,,,
Unnamed 2D Mario Game,Unnamed 2D Mario Game,,12,Intermediate,Standard,,,,
Unnamed Pit,Unnamed Pit,,1,Master,"Tool-Assisted, Pit",,,,
Unnamed Precision,Unnamed Precision,,2,Advanced,Kaizo,,,,
Unnormal,Unnormal,,10,Grandmaster,Kaizo,,,,
Untamed,Untamed,,15,Advanced,Kaizo,,,,
UNTITLED DOOM,UNTITLED DOOM,,6,Expert,Kaizo,,,,
Untitled Hack,Untitled Hack,,8,Expert,Kaizo,,,,
Untitled ROM Hack,Untitled ROM Hack,,5,Advanced,Kaizo,,,,
UP ᵀʰᵉ ᴿᵒᵐʰᵃᶜᵏ,UP ᵀʰᵉ ᴿᵒᵐʰᵃᶜᵏ,,8,Expert,Kaizo,,,,
Vah Knee Yah,Vah Knee Yah,,8,Expert,Kaizo,,,,
Valuable and Beautiful,Valuable and Beautiful,,11,Master,Kaizo,,,,
Vampire Hunter Savior Of The Kingdom,Vampire Hunter Savior Of The Kingdom,,39,Intermediate,Standard,,,,
Vanilla Failure: Blind Devil's Final Stand,Vanilla Failure: Blind Devil's Final Stand,,7,Newcomer,Standard,,,,
Vanilla Flavour,Vanilla Flavour,,74,Intermediate,Standard,,,,
Vanilla Hour - a collection of one-hour levels,Vanilla Hour - a collection of one-hour levels,,12,Advanced,Standard,,,,
Vanilla Kaizo World,Vanilla Kaizo World,,27,Expert,Kaizo,,,,
Vanilla Mario World,Vanilla Mario World,,17,Casual,Standard,,,,
Vanilla Shakedown,Vanilla Shakedown,,31,Expert,Kaizo,,,,
Vanilla Twist!,Vanilla Twist!,,23,Casual,Standard,,,,
Vanilla: Made to Order,Vanilla: Made to Order,,14,Casual,Standard,,,,
VanillaCraft,VanillaCraft,,9,Master,Kaizo,,,,
Varndts Castle,Varndts Castle,,7,Newcomer,Standard,,,,
Vast Minutiae,Vast Minutiae,,8,Grandmaster,Kaizo,,,,
Vengeful Mario,Vengeful Mario,,72,Master,"Standard, Kaizo",,,,
Venture,Venture,,10,Expert,Kaizo,,,,
Very Fun World,Very Fun World,,6,Casual,Standard,,,,
Very Hard Mario,Very Hard Mario,,13,Master,Kaizo,,,,
Vincere,Vincere,,14,Expert,Kaizo,,,,
VIP and Wall Mix 1,VIP and Wall Mix 1,,78,Expert,Standard,,,,
VIP and Wall Mix 1: Mario Edition,VIP and Wall Mix 1: Mario Edition,,78,Expert,Standard,,,,
VIP and Wall Mix 2,VIP and Wall Mix 2,,103,Expert,Standard,,,,
VIP and Wall Mix 2: Mario Edition,VIP and Wall Mix 2: Mario Edition,,103,Expert,Standard,,,,
VIP and Wall Mix 3,VIP and Wall Mix 3,,100,Advanced,Standard,,,,
VIP and Wall Mix 3: Mario Edition,VIP and Wall Mix 3: Mario Edition,,99,Advanced,Standard,,,,
VIP and Wall Mix 4,VIP and Wall Mix 4,,115,Advanced,Standard,,,,
VIP and Wall Mix 4: Mario Edition,VIP and Wall Mix 4: Mario Edition,,115,Advanced,Standard,,,,
VOQBON.smc,VOQBON.smc,,13,Master,Kaizo,,,,
Voyager,Voyager,,24,Expert,Kaizo,,,,
VP,VP,,22,Expert,"Kaizo, Puzzle",,,,
Vuit Grups,Vuit Grups,,8,Expert,Kaizo,,,,
Wake Up Call,Wake Up Call,,28,Advanced,"Standard, Kaizo",,,,
Wake Up Call Re-Mix,Wake Up Call Re-Mix,,15,Advanced,"Standard, Kaizo",,,,
Walkabout,Walkabout,,33,Casual,Standard,,,,
Wall Mario 1,Wall Mario 1,,10,Casual,Standard,,,,
Waluigi's Quest to Become Known,Waluigi's Quest to Become Known,,16,Casual,Standard,,,,
Waluigi's Road to Glory 2 - Azathomura,Waluigi's Road to Glory 2 - Azathomura,,104,Intermediate,Standard,,,,
Waluigi's road to glory: Horlogic will go on,Waluigi's road to glory: Horlogic will go on,,112,Intermediate,Standard,,,,
Waluigi's Wadventure,Waluigi's Wadventure,,11,Casual,Standard,,,,
Wario Land 5,Wario Land 5,,6,Casual,Standard,,,,
Wario Land 6,Wario Land 6,,5,Newcomer,Standard,,,,
Wario World: Between The Dimensions,Wario World: Between The Dimensions,,7,Newcomer,Standard,,,,
Wario's Adventure,Wario's Adventure,,77,Expert,Standard,,,,
Wario's Return,Wario's Return,,7,Casual,Standard,,,,
Warios Wonderful Walk,Warios Wonderful Walk,,10,Advanced,Kaizo,,,,
Watch Mario,Watch Mario,,77,Casual,Standard,,,,
Watermelon World,Watermelon World,,21,Intermediate,Kaizo,,,,
Waterworld,Waterworld,,14,Master,Kaizo,,,,
Way of the Tempest,Way of the Tempest,,5,Master,Kaizo,,,,
We all end up here,We all end up here,,21,Grandmaster,Kaizo,,,,
We Like It Here,We Like It Here,,43,Expert,Kaizo,,,,
We Must Go Steeper,We Must Go Steeper,,6,Expert,Kaizo,,,,
Weather Report,Weather Report,,6,Master,Kaizo,,,,
Weekend,Weekend,,6,Expert,Kaizo,,,,
Weekend at Luigi's,Weekend at Luigi's,,26,Expert,Kaizo,,,,
Wendy's Ten Fights,Wendy's Ten Fights,,10,Intermediate,Standard,,,,
What did Mario do?,What did Mario do?,,69,Intermediate,"Standard, Kaizo",,,,
What The Heck 2,What The Heck 2,,9,Intermediate,Standard,,,,
What The Shell!,What The Shell!,,15,Expert,Kaizo,,,,
What the... Hack?,What the... Hack?,,8,Casual,Standard,,,,
What's Thanksgiving Without Turkey?,What's Thanksgiving Without Turkey?,,2,Newcomer,Standard,,,,
What's The Name of This Hack?,What's The Name of This Hack?,,1,Intermediate,"Standard, Kaizo",,,,
Where the universe breaks,Where the universe breaks,,6,Grandmaster,Kaizo,,,,
White Men Can´t Toss,White Men Can´t Toss,,9,Grandmaster,Kaizo,,,,
Why Do Coins Float?,Why Do Coins Float?,,12,Master,Kaizo,,,,
Windows Mario World,Windows Mario World,,13,Casual,Standard,,,,
Winter Season,Winter Season,,11,Intermediate,Standard,,,,
Winter Season 2,Winter Season 2,,6,Advanced,Standard,,,,
Woji World,Woji World,,20,Advanced,Kaizo,,,,
Wonders of Kaizo!,Wonders of Kaizo!,,18,Expert,"Kaizo, Tool-Assisted",,,,
World Of Illusion,World Of Illusion,,34,Advanced,Standard,,,,
World of Jumps,World of Jumps,,29,Expert,Kaizo,,,,
World of Shells,World of Shells,,11,Master,Kaizo,,,,
World's Hardest Hack,World's Hardest Hack,,0,Advanced,Kaizo,,,,
Worl's World,Worl's World,,10,Expert,Kaizo,,,,
Worl's World 2: The Rebellion,Worl's World 2: The Rebellion,,24,Advanced,Kaizo,,,,
worm,worm,,4,Intermediate,Kaizo,,,,
Wrath of Bowser,Wrath of Bowser,,10,Master,Kaizo,,,,
Wrecking Crew '98,Wrecking Crew '98,,18,Intermediate,Standard,,,,
X-Drive,X-Drive,,67,Advanced,Standard,,,,
Xka Shack,Xka Shack,,4,Casual,Standard,,,,
Xulaph Kaizo World,Xulaph Kaizo World,,14,Expert,Kaizo,,,,
Yahoo!!,Yahoo!!,,2,Advanced,"Standard, Kaizo",,,,
Yank 2,Yank 2,,12,Advanced,Kaizo,,,,
Yet Another SMW Hack,Yet Another SMW Hack,,33,Intermediate,Standard,,,,
Yet Another Super Mario Adventure,Yet Another Super Mario Adventure,,10,Intermediate,Standard,,,,
